"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"06001","Alameda County, CA","3.8","2","49","18","0.1","0.074","11","3","1","30","10.2",".",".","."
"06005","Amador County, CA",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"06007","Butte County, CA","1.5","1.2","33","7","0.08","0.075",".",".",".","30","9.1","67","21","."
"06009","Calaveras County, CA",".",".",".",".","0.11","0.081",".",".",".","23","8.7","277","16","."
"06011","Colusa County, CA",".",".",".",".","0.08","0.064",".",".",".","24","8.4","69","24","."
"06013","Contra Costa County, CA","2","1","37","9","0.09","0.074","12","4","2","30","8.9","35","18","."
"06017","El Dorado County, CA",".",".",".",".","0.1","0.08",".",".",".",".",".","75","16","."
"06019","Fresno County, CA","2.3","1.7","43","11","0.12","0.093","7","2","1","57","16","103","39","0.01"
"06021","Glenn County, CA",".",".",".",".","0.08","0.064",".",".",".",".",".","92","26","."
"06023","Humboldt County, CA","1.5","0.9",".","3","0.05","0.047","1","1","0","17","5.9","49","18","."
"06025","Imperial County, CA","4.9","3.9","60","11","0.1","0.077","8","3","1","37","13.1","225","47","."
"06027","Inyo County, CA",".",".",".",".","0.08","0.07",".",".",".","24","7","627","26","."
"06029","Kern County, CA","1.6","1","50","12","0.12","0.097",".",".",".","57","17.9","97","44","."
"06031","Kings County, CA",".",".","41","9","0.11","0.085",".",".",".","51","16.5","101","44","."
"06033","Lake County, CA",".",".",".",".","0.07","0.058",".",".",".","7","3.8","19","9","."
"06037","Los Angeles County, CA","4.3","3","66","22","0.13","0.1","7","2","0","42","12.6","95","37","0.04"
"06039","Madera County, CA","5.4","1.7",".","6","0.1","0.083",".",".",".","44","13.9","111","32","."
"06041","Marin County, CA","1.4","0.9","40","11","0.08","0.063",".",".",".","31","8.6","29","15","."
"06043","Mariposa County, CA",".",".",".",".","0.09","0.073",".",".",".",".",".","164","22","."
"06045","Mendocino County, CA",".",".",".",".","0.07","0.053",".",".",".","24","8.6","42","13","."
"06047","Merced County, CA",".",".",".","7","0.1","0.083",".",".",".","40","12.7","64","30","."
"06051","Mono County, CA",".",".",".",".",".",".",".",".",".",".",".","74","17","."
"06053","Monterey County, CA","1.5","0.9","28","5","0.08","0.062",".",".",".","13","6.3","68","24","."
"06055","Napa County, CA","2.3","1.5","33","8","0.08","0.066",".",".",".","30","10.6","45","18","."
"06057","Nevada County, CA",".",".",".",".","0.1","0.084",".",".",".","11","4.6",".",".","."
"06059","Orange County, CA","2.9","2.3","61","25","0.1","0.075","3","1","0","15","7.1","64","26","."
"06061","Placer County, CA",".",".","44","9","0.1","0.085",".",".",".","20","8.1",".",".","."
"06063","Plumas County, CA",".",".",".",".",".",".",".",".",".","31","9.2",".",".","."
"06065","Riverside County, CA","2.2","1.5","52","14","0.12","0.097","2","1","0","43","13.5","299","65","."
"06067","Sacramento County, CA","2.1","1.9","46","11","0.1","0.081","8","7","2","38","10.4","55","22","."
"06069","San Benito County, CA",".",".",".",".","0.08","0.066",".",".",".","11","4.3","52","16","."
"06071","San Bernardino County, CA","15.5","4.4","73","30","0.14","0.107","3","2","0","40","14.5","121","33","0.04"
"06073","San Diego County, CA","3.1","1.9","53","14","0.1","0.079",".",".",".","20","9.3","99","35","0.02"
"06075","San Francisco County, CA","1.6","1.2","53","12","0.06","0.05",".",".",".","27","7.6","38","18","."
"06077","San Joaquin County, CA","2","1.4","48","12","0.1","0.077",".",".",".","43","12.6","74","28","."
"06079","San Luis Obispo County, CA",".",".","30","4","0.08","0.072","3","2","0","24","11.1","141","35","."
"06081","San Mateo County, CA","3","1.4","40","11","0.08","0.059",".",".",".","22","5.7",".",".","."
"06083","Santa Barbara County, CA","2.4","0.8","38","8","0.08","0.067","5","1","0","19","8.3","59","22","."
"06085","Santa Clara County, CA","2.6","1.8","47","18","0.09","0.072","2","1","0","32","10.6","47","21","0.1"
"06087","Santa Cruz County, CA",".",".",".",".","0.07","0.057",".",".",".","20","6.1",".",".","."
"06089","Shasta County, CA",".",".",".",".","0.09","0.078",".",".",".","20","7.5","38","19","."
"06093","Siskiyou County, CA",".",".",".",".","0.07","0.061",".",".",".",".",".","46","13","."
"06095","Solano County, CA","2.2","1.8","38","8","0.08","0.068","4","2","1","31","9.5","30","12","."
"06097","Sonoma County, CA","1.3","0.9","29","5","0.07","0.059",".",".",".","23","6.8","55","16","."
"06099","Stanislaus County, CA","2.7","1.5","36","9","0.1","0.085",".",".",".","47","14.2","75","32","."
"06101","Sutter County, CA","0.8","0.5","39","7","0.08","0.072",".",".",".","31","9.6","66","22","."
"06103","Tehama County, CA",".",".",".",".","0.08","0.076",".",".",".",".",".","43","20","."
"06107","Tulare County, CA",".",".","46","10","0.11","0.088",".",".",".","46","16.1",".",".","."
"06109","Tuolumne County, CA",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"06111","Ventura County, CA",".",".","36","8","0.09","0.074",".",".",".","24","9.7","63","25","."
"06113","Yolo County, CA",".",".","26","6","0.08","0.07",".",".",".","21","7.6","56","21","."
"08001","Adams County, CO","2.6","1.8","61","18","0.09","0.069","16","4","1",".",".","60","21","."
"08003","Alamosa County, CO",".",".",".",".",".",".",".",".",".",".",".","107","21","."
"08005","Arapahoe County, CO",".",".",".",".","0.09","0.068",".",".",".","23","6.1",".",".","."
"08007","Archuleta County, CO",".",".",".",".",".",".",".",".",".",".",".","62","20","."
"08013","Boulder County, CO",".",".",".",".","0.09","0.074",".",".",".","23","6.5","47","21","."
"08019","Clear Creek County, CO",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"08029","Delta County, CO",".",".",".",".",".",".",".",".",".",".",".","54","19","."
"08031","Denver County, CO","2.8","2","72","27","0.1","0.071","16","5","1","26","9.9","61","27","."
"08035","Douglas County, CO",".",".",".",".","0.12","0.081",".",".",".",".",".",".",".","."
"08041","El Paso County, CO","3.1","1.7",".",".","0.07","0.067","53","12","3","21","5.3","40","17","."
"08043","Fremont County, CO",".",".",".",".",".",".",".",".",".",".",".","33","14","."
"08045","Garfield County, CO",".",".",".","5","0.08","0.07",".",".",".",".",".","36","17","."
"08051","Gunnison County, CO",".",".",".",".","0.08","0.068",".",".",".",".",".","76","21","."
"08057","Jackson County, CO",".",".","6","1","0.07","0.061",".",".",".",".",".",".",".","."
"08059","Jefferson County, CO",".",".",".",".","0.11","0.081",".",".",".",".",".",".",".","."
"08067","La Plata County, CO","0.8","0.7","25","4","0.08","0.068",".",".",".","7","3.4",".",".","."
"08069","Larimer County, CO","4.5","1.4",".",".","0.09","0.075",".",".",".","24","6.1","47","18","."
"08077","Mesa County, CO","1.4","0.9",".",".","0.08","0.065",".",".",".","21","6.8","34","15","."
"08083","Montezuma County, CO",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"08093","Park County, CO",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"08099","Prowers County, CO",".",".",".",".",".",".",".",".",".",".",".","419","22","."
"08101","Pueblo County, CO",".",".",".",".",".",".",".",".",".","21","5.1","46","17","."
"08103","Rio Blanco County, CO",".",".","16","2","0.08","0.066",".",".",".","16","8.2",".",".","."
"08107","Routt County, CO",".",".",".",".",".",".",".",".",".",".",".","68","18","."
"08113","San Miguel County, CO",".",".",".",".","0.08","0.063",".",".",".",".",".","89","19","."
"08123","Weld County, CO",".","1.6",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"09001","Fairfield County, CT","2.3","1.8",".",".","0.11","0.087","7","3","0","26","8.7","46","19","."
"09003","Hartford County, CT","1.8","1.3","51","15","0.1","0.075","5","3","0","24","9.9","62","19","."
"09005","Litchfield County, CT","2.6","0.5","26","2","0.09","0.076","5","3","0","15","5.3","27","8","."
"09007","Middlesex County, CT",".",".",".",".","0.1","0.078",".",".",".",".",".",".",".","."
"09009","New Haven County, CT","1.6","1.3","55","14","0.11","0.081","6","3","1","24","9.3","38","15","0"
"09011","New London County, CT",".",".",".",".","0.1","0.077",".",".",".","19","7.3",".",".","."
"09013","Tolland County, CT",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"09015","Windham County, CT",".",".",".",".","0.09","0.07",".",".",".",".",".",".",".","."
"10001","Kent County, DE",".",".",".",".","0.08","0.066",".",".",".","22","8",".",".","."
"10003","New Castle County, DE","1.5","1.2",".","12","0.1","0.072","10","3","0","27","9.5",".",".","0"
"10005","Sussex County, DE",".",".",".",".","0.08","0.07","5","2","0","23","8.2",".",".","."
"11001","District of Columbia","2","2","53","13","0.09","0.072","13","5","1","25","10","42","17","0"
"12001","Alachua County, FL",".",".",".",".","0.07","0.056",".",".",".","13","5.9",".",".","."
"12003","Baker County, FL",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"12005","Bay County, FL",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"12009","Brevard County, FL",".",".",".",".","0.07","0.059",".",".",".","12","5.2","47","13","."
"12011","Broward County, FL","1.6","1.1","39","5","0.08","0.063","2","1","0","16","6.5","66","11","."
"12017","Citrus County, FL",".",".",".",".",".",".","90","19","2","16","5.9",".",".","."
"12021","Collier County, FL",".",".",".",".","0.06","0.057",".",".",".",".",".",".",".","."
"12023","Columbia County, FL",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"12031","Duval County, FL","2","1.4","43","11",".",".","21","5","0","16","7.7",".",".","."
"12033","Escambia County, FL",".",".",".",".","0.08","0.062","9","3","1","19","8.2",".",".","."
"12035","Flagler County, FL",".",".",".",".","0.06","0.058",".",".",".",".",".",".",".","."
"12055","Highlands County, FL",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"12057","Hillsborough County, FL","1.8","0.7","47","12","0.08","0.068","69","21","2","30","9.8","50","19","0.15"
"12059","Holmes County, FL",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"12061","Indian River County, FL",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"12069","Lake County, FL",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"12071","Lee County, FL",".",".",".",".","0.07","0.058",".",".",".","17","5.9","43","14","."
"12073","Leon County, FL",".",".",".",".","0.08","0.061",".",".",".","16","7.5",".",".","."
"12077","Liberty County, FL",".",".",".",".","0.06","0.056",".",".",".",".",".",".",".","."
"12081","Manatee County, FL",".",".",".",".","0.08","0.065","8","3","1",".",".",".",".","."
"12083","Marion County, FL",".",".",".",".","0.06","0.058",".",".",".",".",".",".",".","."
"12085","Martin County, FL",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"12086","Miami-Dade County, FL","3","1.1","33","9","0.08","0.062","1","0","0","16","6.9",".",".","."
"12089","Nassau County, FL",".",".",".",".",".",".","57","14","1",".",".",".",".","."
"12091","Okaloosa County, FL",".",".",".",".","0.07","0.059",".",".",".",".",".","62","15","."
"12095","Orange County, FL","1.5","1.2","25","4","0.08","0.061","3","1","0","14","6.3","39","13","."
"12097","Osceola County, FL",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"12099","Palm Beach County, FL",".",".",".",".","0.07","0.059",".",".",".","11","5",".",".","."
"12101","Pasco County, FL",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"12103","Pinellas County, FL","1.7","0.6","26","4","0.07","0.059","5","1","0","17","6.8","41","20","."
"12105","Polk County, FL",".",".",".",".","0.07","0.064",".",".",".","13","6.1","40","14","."
"12107","Putnam County, FL",".",".",".",".",".",".","22","4","1",".",".","45","15","."
"12111","St. Lucie County, FL",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"12113","Santa Rosa County, FL",".",".",".",".","0.08","0.061",".",".",".",".",".",".",".","."
"12115","Sarasota County, FL",".",".","12","2","0.08","0.063",".",".",".","19","5.9","50","16","."
"12117","Seminole County, FL",".",".",".",".","0.07","0.06",".",".",".","20","5.8","43","13","."
"12127","Volusia County, FL",".",".",".",".","0.06","0.057",".",".",".","13","5.8","39","14","."
"12129","Wakulla County, FL",".","0.2",".",".","0.06","0.057",".",".",".",".",".",".",".","."
"13021","Bibb County, GA",".",".",".",".","0.08","0.062","8","3","1","21","10.1",".",".","."
"13051","Chatham County, GA",".",".",".",".","0.08","0.058","50","13","2","18","8.1",".",".","."
"13055","Chattooga County, GA",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"13059","Clarke County, GA",".",".",".",".","0.07","0.061",".",".",".","19","8.4",".",".","."
"13063","Clayton County, GA",".",".",".",".",".",".",".",".",".","18","9.7",".",".","."
"13067","Cobb County, GA",".",".",".",".","0.08","0.066",".",".",".","17","8.9",".",".","."
"13073","Columbia County, GA",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"13077","Coweta County, GA",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"13085","Dawson County, GA",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"13089","DeKalb County, GA","1.4","1.2","54","16","0.09","0.071","4","1","0","28","11.8","55","17","0"
"13095","Dougherty County, GA",".",".",".",".",".",".",".",".",".","33","10.9",".",".","."
"13097","Douglas County, GA",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"13115","Floyd County, GA",".",".",".",".",".",".","43","9","1","19","9.4",".",".","."
"13121","Fulton County, GA","2.3","1.8","49","20","0.1","0.077","4","1","1","23","10.5","35","16","."
"13127","Glynn County, GA",".",".",".",".","0.07","0.055",".",".",".","16","7.3",".",".","."
"13135","Gwinnett County, GA",".",".",".",".","0.09","0.071",".",".",".","18","8.7",".",".","."
"13139","Hall County, GA",".",".",".",".",".",".",".",".",".","18","7.9",".",".","."
"13151","Henry County, GA",".",".",".",".","0.09","0.07",".",".",".",".",".",".",".","."
"13153","Houston County, GA",".",".",".",".",".",".",".",".",".","18","8.6",".",".","."
"13185","Lowndes County, GA",".",".",".",".",".",".",".",".",".","15","7.9",".",".","."
"13213","Murray County, GA",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"13215","Muscogee County, GA",".",".",".",".","0.08","0.062",".",".",".","21","9.2",".",".","0.05"
"13223","Paulding County, GA","1.1","1","13","2","0.08","0.065",".",".",".","16","7.5",".",".","."
"13231","Pike County, GA",".",".",".",".","0.09","0.068",".",".",".",".",".",".",".","."
"13245","Richmond County, GA",".",".",".",".","0.07","0.06","63","8","2","18","8.9",".",".","."
"13247","Rockdale County, GA",".",".","18","3","0.09","0.068",".",".",".",".",".",".",".","."
"13261","Sumter County, GA",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"13295","Walker County, GA",".",".",".",".",".",".",".",".",".","18","9.2",".",".","."
"13303","Washington County, GA",".",".",".",".",".",".",".",".",".","19","8.2",".",".","."
"13319","Wilkinson County, GA",".",".",".",".",".",".",".",".",".","20","9.3",".",".","."
"15001","Hawaii County, HI",".",".",".",".",".",".","1377","205","26","23","12.9",".",".","."
"15003","Honolulu County, HI","2.1","1.6","24","4","0.05","0.049","15","4","1","14","5.4","42","21","0"
"15007","Kauai County, HI",".",".",".","2",".",".","14","5","0","10","3.2",".",".","."
"15009","Maui County, HI",".",".",".",".",".",".",".",".",".","15","5.4",".",".","."
"16001","Ada County, ID","5.7","2.5",".",".","0.08","0.066","3","2","1","35","8.2","91","24","0"
"16005","Bannock County, ID",".",".",".",".",".",".","45","15","3","33","7.5","95","19","."
"16009","Benewah County, ID",".",".",".",".",".",".",".",".",".","37","10",".",".","."
"16017","Bonner County, ID",".",".",".",".",".",".",".",".",".",".",".","81","16","."
"16023","Butte County, ID",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"16027","Canyon County, ID",".",".",".",".",".",".",".",".",".","36","9.5","68","21","."
"16029","Caribou County, ID",".",".",".",".",".",".","23","4","1",".",".",".",".","."
"16041","Franklin County, ID",".",".",".",".",".",".",".",".",".","26","6.3",".",".","."
"16059","Lemhi County, ID",".",".",".",".",".",".",".",".",".","77","11.8",".",".","."
"16079","Shoshone County, ID",".",".",".",".",".",".",".",".",".","48","13.3","194","20","."
"17001","Adams County, IL",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"17019","Champaign County, IL",".","0.3",".",".","0.07","0.065","12","3","1","19","8.7",".",".","."
"17023","Clark County, IL",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"17031","Cook County, IL","1.2","0.8","62","18","0.09","0.07","20","5","1","106","13.1","126","23","0.04"
"17043","DuPage County, IL",".",".",".",".","0.08","0.067",".",".",".","23","9",".",".","."
"17049","Effingham County, IL",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"17065","Hamilton County, IL",".",".",".",".","0.07","0.064",".",".",".","22","8.2",".",".","."
"17083","Jersey County, IL",".",".",".",".","0.08","0.067",".",".",".","18","7.7",".",".","."
"17085","Jo Daviess County, IL",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"17089","Kane County, IL",".",".",".",".","0.08","0.065",".",".",".","19","8.9",".",".","0.05"
"17097","Lake County, IL",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"17099","La Salle County, IL",".",".",".",".",".",".","7","3","1",".",".",".",".","."
"17111","McHenry County, IL",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"17113","McLean County, IL",".",".",".",".","0.07","0.063",".",".",".","18","7.6",".",".","."
"17115","Macon County, IL",".",".",".",".","0.07","0.066","39","15","2","16","8.7",".",".","0.04"
"17117","Macoupin County, IL",".",".",".",".","0.07","0.064","7","3","1",".",".",".",".","."
"17119","Madison County, IL",".",".",".",".","0.09","0.069","20","5","2","35","11.6","83","30","0.02"
"17143","Peoria County, IL",".",".",".",".","0.07","0.064","22","5","1","16","8.6",".",".","."
"17157","Randolph County, IL",".",".",".",".","0.07","0.065","12","4","1","17","7.9",".",".","."
"17161","Rock Island County, IL",".",".",".",".","0.07","0.06",".",".",".","23","9.1",".",".","."
"17163","Saint Clair County, IL","1.6","1.2","40","8","0.09","0.066","19","4","1","22","10.7",".",".","."
"17167","Sangamon County, IL",".",".",".",".","0.07","0.064","7","4","1","21","8.2",".",".","."
"17179","Tazewell County, IL",".",".",".",".",".",".","116","30","2",".",".",".",".","."
"17185","Wabash County, IL",".",".",".",".",".",".","43","9","2",".",".",".",".","."
"17197","Will County, IL",".",".",".",".","0.07","0.064",".",".",".","16","8.4",".",".","."
"17201","Winnebago County, IL",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"18003","Allen County, IN",".",".",".",".","0.07","0.062",".",".",".","28","10.6",".",".","."
"18005","Bartholomew County, IN",".",".","20","3","0.08","0.066","15","4","1","21","9.6",".",".","."
"18011","Boone County, IN",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"18013","Brown County, IN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"18015","Carroll County, IN",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"18019","Clark County, IN",".",".",".",".","0.09","0.074",".",".",".","26","10.7","47","21","."
"18027","Daviess County, IN",".",".",".",".",".",".","93","23","2",".",".",".",".","."
"18035","Delaware County, IN",".",".",".",".","0.06","0.058",".",".",".","18","9",".",".","0.11"
"18037","Dubois County, IN",".",".",".",".",".",".",".",".",".","23","9.7","33","16","."
"18039","Elkhart County, IN",".",".",".",".","0.07","0.058",".",".",".","29","10.3",".",".","."
"18043","Floyd County, IN",".",".",".",".","0.08","0.067","28","10","3","24","10.3",".",".","."
"18045","Fountain County, IN",".",".",".",".",".",".","19","6","2",".",".",".",".","."
"18051","Gibson County, IN",".",".",".",".",".",".","59","15","3",".",".",".",".","."
"18055","Greene County, IN",".",".",".",".","0.08","0.067",".",".",".","19","8.7",".",".","."
"18057","Hamilton County, IN",".",".",".",".","0.07","0.063",".",".",".","20","9.1",".",".","."
"18059","Hancock County, IN",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"18063","Hendricks County, IN",".",".",".",".","0.07","0.055",".",".",".",".",".",".",".","."
"18065","Henry County, IN",".",".",".",".",".",".",".",".",".","18","8.1",".",".","."
"18067","Howard County, IN",".",".",".",".",".",".",".",".",".","26","12.5",".",".","."
"18069","Huntington County, IN",".",".",".",".","0.06","0.054",".",".",".",".",".",".",".","."
"18071","Jackson County, IN",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"18073","Jasper County, IN",".",".",".",".",".",".","10","4","1",".",".",".",".","."
"18081","Johnson County, IN",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"18083","Knox County, IN",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"18089","Lake County, IN","4.5","2.1","46","10","0.09","0.07","35","10","1","27","11","81","22","0.42"
"18091","LaPorte County, IN",".",".",".",".","0.09","0.067",".",".",".","24","9.1",".",".","."
"18095","Madison County, IN",".",".",".",".","0.07","0.054",".",".",".","23","9.3",".",".","."
"18097","Marion County, IN","3.6","2.5","48","15","0.08","0.069","54","12","1","24","12","60","28","0.02"
"18105","Monroe County, IN",".",".",".",".",".",".",".",".",".","19","8.7",".",".","."
"18109","Morgan County, IN",".",".",".",".","0.07","0.063","56","18","2",".",".",".",".","."
"18123","Perry County, IN",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"18125","Pike County, IN",".",".",".",".",".",".","74","14","2",".",".",".",".","."
"18127","Porter County, IN",".",".",".",".","0.08","0.066","39","11","2","22","9.1","124","19","0.02"
"18129","Posey County, IN",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"18141","St. Joseph County, IN",".",".","38","7","0.08","0.066",".",".",".","24","10.8",".",".","."
"18145","Shelby County, IN",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"18147","Spencer County, IN",".",".",".",".",".",".",".",".",".","22","9.4",".",".","."
"18157","Tippecanoe County, IN",".",".",".",".",".",".",".",".",".","22","9.2",".",".","."
"18163","Vanderburgh County, IN","2.1","1.2","35","8","0.08","0.072","18","5","1","24","11.1","33","16","."
"18167","Vigo County, IN",".",".",".",".","0.07","0.064","103","23","3","21","10.2","35","17","."
"18169","Wabash County, IN",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"18173","Warrick County, IN",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"18177","Wayne County, IN",".",".",".",".",".",".","35","8","3",".",".",".",".","."
"18183","Whitley County, IN",".",".","25","4",".",".","12","4","1","24","9.9",".",".","."
"19013","Black Hawk County, IA",".",".",".",".",".",".",".",".",".","22","8.6","56","19","."
"19017","Bremer County, IA",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"19033","Cerro Gordo County, IA",".",".",".",".",".",".",".",".",".",".",".","64","20","."
